created_at,text
2022-09-10 14:17:02,"RT @SenKultEu: „Viele haben die leidvolle Erfahrung machen müssen, dass in Zeiten klammer Kassen bei der Kultur zuerst gespart wird. In Ber…"
2022-09-10 14:16:28,"RT @BerlingegenNazi: Aktuell läuft ein Talk mit Wolfgang Thierse, @klauslederer, einer Pfafferin der Gethsemanekirche und der @gethsemane_k…"
2022-09-10 13:14:19,"die Vereinnahmung der 1989er Revolution durch sogenannte Querdenken-Proteste. Klasse Stimmung, geht mal vorbei! 😉🎈🎉 https://t.co/0a9x9K1LxI"
2022-09-10 13:14:17,"Nachbarschaftsfest ”Zusammen im Kiez” - für Solidarität, Zusammenhalt und Demokratie. Ehrenamtlich organisiert von… https://t.co/6YVcd2ZvRL"
2022-09-09 14:29:30,"RT @MFratzscher: Der (deutsche) Staat ist einer der großen Gewinner der Inflation. Die #Schuldenquote sinkt. Das Problem ist nicht, dass de…"
2022-09-08 06:44:27,RT @gethsemane_kiez: Unser Kiezfest hat ein Anliegen: Wir wollen den Gemeinsinn und unsere Demokratie stärken. Darüber reden wir u.a. mit B…
2022-09-07 21:02:33,"zum Süden als Herrschaftssystem der Ungerechtigkeit charakterisiert und den Kolonialismus als nicht nur gestriges,… https://t.co/gYQZ9wNt8Y"
2022-09-07 21:02:33,"Das @ilb_festival geht in die 22. Runde. Ich durfte bei der Eröffnung grüßen, und das großartige Engagement des Tea… https://t.co/NQnLMMiNvk"
2022-09-06 19:11:30,RT @SenKultEu: Soeben verlieh Kultursenator @klauslederer im Roten Rathaus den Moses-Mendelssohn-Preis des Landes Berlin an Prof. Jan Phili…
2022-09-05 14:02:22,hin zur Gemeinschafts- und Europaschule zu informieren. Und jede Menge Kunst zu sehen! Vielen Dank für die Einladun… https://t.co/es35qn3OLT
2022-09-05 14:02:21,"Johanna Eck ist Gerechte unter den Völkern, sie hat jüdische Berliner*innen vor den mörderischen Nazis versteckt. H… https://t.co/7Dxq8atq92"
2022-09-03 21:10:21,"Wie viel Modernes im #Barock und wie viel Barock im Modernen stecken kann, hat #SimoneKermes mit den… https://t.co/Q5Jq7H9fyX"
2022-09-03 17:20:45,"#MatthiasKoeppel zum 85. Geburtstag: Maler, Dichter, Hochschullehrer, seit heute Ehrenmitglied des @werkbund Berlin… https://t.co/RboMnz1sMt"
2022-09-03 15:34:37,Für das Sommerfest der #Ostkreuz|schule für #Fotografie war ich zu früh. Aber um mit #HaraldHauswald &amp; #UteMahler z… https://t.co/EHGNYfHK53
2022-09-03 12:19:00,“Kunst pur unter der Weltzeituhr” - das Fest der Berliner Jugendkunstschulen am Alex geht noch bis 16 Uhr. Ein schö… https://t.co/2h24koo7eI
2022-09-03 07:23:45,#Wut… https://t.co/cjsROgdMFz
2022-09-03 07:23:02,"RT @SenKultEu: Weil Freiwilligenengagement nicht selbstverständlich ist! Unser Staatssekretär für #Europa, Gerry Woop, war heute in der @uf…"
2022-09-03 07:22:40,RT @SenKultEu: Heute war auch die Eröffnung des Monats der zeitgenössischen Musik und Lange Nacht der Bilder im Kulturbezirk #Lichtenberg.…
2022-09-01 17:17:49,"RT @SenKultEu: Heute findet die feierliche Eröffnung des #Dekoloniale-Festivals 2022 statt. In den nächsten Tagen wird es Workshops, Panels…"
2022-09-01 15:53:46,Die faszinierende Ausstellung „#SchliemannsWelten“ habe ich mir heute endlich in Ruhe ansehen können und eine tolle… https://t.co/sanS8aI6kc
2022-09-01 13:46:33,"Mit @FranziskaGiffey, @Bettina_Jarasch und @AGH_Berlin-Präsident @Dennis_Buchner habe ich mich heute in das Kondole… https://t.co/0roUYKl6w1"
2022-08-31 11:59:48,"All das sollte uns kein Grund für einen unkritischen Personenkult sein, vielleicht aber für eine Ehrung seines Ande… https://t.co/PMrn71kYrw"
2022-08-31 11:59:48,"Letztlich erwies sich das System als nicht reformierbar. Aber der Reform- und Modernisierungskurs, der alles andere… https://t.co/k8bTMuC4JI"
2022-08-31 11:59:48,"Den Menschen in der DDR hat er in den 80er Jahren mit Perestroika und Glasnost die Hoffnung gegeben, dass Veränderu… https://t.co/93Ss7qMEta"
2022-08-31 11:59:47,weshalb man in Osteuropa und im Baltikum kritischer auf ihn blickt als hierzulande. Doch sein Bemühen um ein Ende d… https://t.co/IEORRi4FqJ
2022-08-31 11:59:47,"Ich trauere um einen Berliner Ehrenbürger. #MichailGorbatschow hat tatsächlich die Welt verändert. 
Sein politische… https://t.co/L8YxXbaCof"
2022-08-28 12:49:36,"RT @mvduelmen: Comeback der Museen gelungen 🥳! Hoffnungen erfüllt, Erwartungen übertroffen: mit mehr als 40.000 (!!) Besucher*innen übernah…"
2022-08-24 13:31:03,"BDS operiert mit Boykottaufrufen und starker Beeinflussung von Künstlerinnen und Künstlern, verbreitet Unwahrheiten… https://t.co/IcpFKZdUPA"
2022-08-24 13:31:02,"Ich habe nie einen Zweifel daran gelassen, wie ich BDS sehe: Unter dem sehr dünnen Deckmantel der Kritik an der Pol… https://t.co/dRR7LNZ9yC"
2022-08-24 13:31:01,"Umso mehr freut es mich, dass die @IsraelinGermany auch in diesem Jahr Künstlerinnen und Künstler aus Israel unters… https://t.co/4TXe8ODVnG"
2022-08-24 13:31:01,"Leider gibt es auch in diesem Jahr wieder BDS-Boykottaufrufe gegen das @popkulturberlin. Diese Aufrufe, begleitet v… https://t.co/VGvP76DgjC"
2022-08-24 12:20:49,RT @SenKultEu: Soeben wurde der Preis Künstlerische Forschung der @ScheringStiftg und des Landes Berlin verliehen. Er geht in diesem Jahr a…
2022-08-24 09:46:43,RT @SenKultEu: ‼️Bewerbungen weiterhin möglich‼️ Die bisherige Frist für das Förderprogramm „Perspektive Kultur“ wurde vorläufig ausgesetzt…
2022-08-19 08:48:30,RT @SenKultEu: Ab jetzt können sich Berliner Kulturschaffende mit Projekten und Veranstaltungen nahezu aller künstlerischer Sparten für den…
2022-08-07 19:39:58,Bei @YEClassic gab es für mich als inzwischen oft gewesenem Konzertpaten heute eine Premiere: Ballett! 🎈🎉Tänzer*inn… https://t.co/nqylR8D6yT
2022-08-06 08:30:50,"„Wenn der Bundesfinanzminister sagt, er wolle 2023 die Schuldenbremse wieder einhalten - was völlig irre ist -, dan… https://t.co/NuD2zVzmon"
2022-08-06 08:27:25,"RT @SenKultEu: „Es ist uns mit diesem Festival gelungen, Menschen für unsere Kulturszene zu begeistern, die zu dieser sonst vielleicht nich…"
2022-08-04 10:18:01,"RT @SenKultEu: Ab jetzt ist die Bewerbung für das Förderprogramm „Perspektive Kultur“ möglich. Noch bis 23. August!
➔ https://t.co/9dwk6LV1…"
2022-08-01 12:28:16,Im #HausAmWaldsee ist noch bis zum 28. August die Ausstellung #Überlagerungen mit grandiosen Fotografien von… https://t.co/3h58PQ6cIk
2022-08-01 08:56:58,Ein „Sommerinterview“☀️ mit der @rbbabendschau zu unserem schönen Berliner #Kultursommer und zur Lage der #Kultur m… https://t.co/Ch3XdVqiCJ
2022-07-29 07:09:59,"sehr politische Arbeiten zu sehen. Ich habe an den Biennale-Orten KW Institute für Contemporary Art, @AdK_Berlin am… https://t.co/kWXvjtt5sW"
2022-07-29 07:09:56,#Stillpresent! ist der Titel der 12. @BerlinBiennale für zeitgenössische Kunst. Sich gestern den halben Tag Zeit zu… https://t.co/s9WUONWQvM
2022-07-28 09:51:15,"- und hier eine Empfehlung, die aktuellen Schwules Museum-Ausstellungen “Tuntenhaus Forellenhof 1990” und “Ocaña. D… https://t.co/2iSstb65Ou"
2022-07-28 09:51:14,"Zu Besuch im Schwulen* Museum @GayMuseum , wo ich (viel zu) lange nicht mehr gewesen bin. Vielen Dank an Birgit, Br… https://t.co/AxuE3irjsE"
2022-07-28 08:20:48,RT @SenKultEu: Für im Jahr 2023 stattfindende Projekte schreiben wir insgesamt 400.000 Euro aus. Der Bereich Diversitätsfonds bzw. IMPACT-F…
2022-07-23 20:20:15,"Ein grandioser, friedlicher, politischer @CSDberlin, mit Hunderttausenden Berliner*innen und Gästen auf der Straße… https://t.co/jqE4AVv3nF"
2022-07-23 14:40:19,"Mit der Senatorin für Justiz, Vielfalt und Antidiskriminierung #LenaKreck beim @CSD_Berlin - tolle linke Mitstreite… https://t.co/elTxEBt63W"
2022-07-23 13:49:19,"Mit der @dielinke_queer @LinkeQueer beim @CSD_Berlin - für #Selbstbestimmung, #Emanzipation und #Schutz für queere,… https://t.co/E4TZXgdiJs"
2022-07-23 13:16:40,"RT @LinksfraktionB: Viele, viele, sehr viele Menschen beim #CSDBerlin und hier u.a. @klauslederer. https://t.co/bTuPdShnSj"
2022-07-23 12:09:42,Läuft… bzw. und fährt. #HappyPride #CSD #Berlin @linksfraktion @dielinkeberlin @LinksfraktionB https://t.co/g6nKBR89nh
2022-07-23 12:03:09,RT @Tagesspiegel: Nach einer ersten Schätzung der Polizei Berlin haben sich bisher etwa 27.000 Menschen dem #CSDBerlin angeschlossen. Erstm…
2022-07-23 11:55:44,Habe eben gerade die wunderbaren Freund*innen von #Keshet getroffen. Da ist richtig was los! #CSDBerlin… https://t.co/vME3Rz5841
2022-07-23 11:46:32,RT @RegBerlin: Zum heutigen #CSDBerlin gedenken wir der im Nationalsozialismus verfolgten und ermordeten Homosexuellen. Bürgermeister @klau…
2022-07-23 11:36:22,"RT @RegBerlin: Happy Pride, Berlin! 🏳️‍🌈🏳️‍⚧️ Hunderttausende setzen heute auf dem @CSD_Berlin ein starkes Zeichen für Vielfalt, Freiheit u…"
2022-07-22 18:04:09,"Den #CSD-Gottesdienst in St. Marien feiern Christ*innen, Muslim*innen, Jüdinnen*Juden jedes Jahr am Vorabend des… https://t.co/CIuNfhFqwO"
2022-07-22 15:19:35,Heute habe ich mal wieder die @LiebermannVilla am #Wannsee besucht &amp; mich mit der Direktorin @wasensteiner &amp; dem Vo… https://t.co/uRBjuQj2QB
2022-07-22 14:10:28,"Die kurze Antwort: Ja! 😉 
Für meine lange Antwort könnt ihr hier mein @rbb24Inforadio-Interview zum neuen Berliner… https://t.co/Koj5s1k9Ra"
2022-07-22 08:59:50,🌈#Lesben und solidarische Freund*innen demonstrieren heute am Vorabend des @CSD_Berlin beim #DykeMarch für lesbisch… https://t.co/SdFWZiAam4
2022-07-22 08:22:24,RT @dielinkeberlin: Sommer heißt auch Pride-Saison!🏳️‍🌈@magda_albrecht von der @LinkeQueer spricht über LINKE #LGBTQIA Politik: queere Befr…
2022-07-22 08:10:35,Im #CCA #Berlin ist derzeit eine Ausstellung mit Werken des ukrainischen Künstlers Fedir Tetyanych (1942 - 2007)  i… https://t.co/lknsBhNxrt
